"from_station,Acton Town,Aldgate,Aldgate East,Alperton,Amersham,Angel,Archway,Arnos Grove,Arsenal,Baker Street,Balham,Bank,Barbican,Barking,Barkingside,Barons Court,Bayswater,Becontree,Belsize Park,Bermondsey,Bethnal Green,Blackfriars,Blackhorse Road,Bond Street,Borough,Boston Manor,Bounds Green,Bow Road,Brent Cross,Brixton,Bromley-By-Bow,Buckhurst Hill,Burnt Oak,Caledonian Road,Camden Town,Canada Water,Canary Wharf,Canning Town,Cannon Street,Canons Park,Chalfont & Latimer,Chalk Farm,Chancery Lane,Charing Cross,Chesham,Chigwell,Chiswick Park,Chorleywood,Clapham Common,Clapham North,Clapham South,Cockfosters,Colindale,Colliers Wood,Covent Garden,Croxley,Dagenham East,Dagenham Heathway,Debden,Dollis Hill,Ealing Broadway,Ealing Common,Earl's Court,East Acton,East Finchley,East Ham,East Putney,Eastcote,Edgware,Edgware Road (B),Edgware Road (C),Elephant & Castle,Elm Park,Embankment,Epping,Euston,Euston Square,Fairlop,Farringdon,Finchley Central,Finchley Road,Finsbury Park,Fulham Broadway,Gants Hill,Gloucester Road,Golders Green,Goldhawk Road,Goodge Street,Grange Hill,Great Portland Street,Green Park,Greenford,Gunnersbury,Hainault,Hammersmith,Hampstead,Hanger Lane,Harlesden,Harrow & Wealdston,Harrow-on-the-Hill,Hatton Cross,Heathrow Terminal 4,Heathrow Terminals 123,Hendon Central,High Barnet,High Street Kensington,Highbury & Islington,Highgate,Hillingdon,Holborn,Holland Park,Holloway Road,Hornchurch,Hounslow Central,Hounslow East,Hounslow West,Hyde Park Corner,Ickenham,Kennington,Kensal Green,Kensington (Olympia),Kentish Town,Kenton,Kew Gardens,Kilburn,Kilburn Park,King's Cross St. Pancras,Kingsbury,Knightsbridge,Ladbroke Grove,Lambeth North,Lancaster Gate,Latimer Road,Leicester Square,Leyton,Leytonstone,Liverpool Street,London Bridge,Loughton,Maida Vale,Manor House,Mansion House,Marble Arch,Marylebone,Mile End,Mill Hill East,Moor Park,Moorgate,Morden,Mornington Crescent,Neasden,Newbury Park,North Acton,North Ealing,North Greenwich,North Harrow,North Wembley,Northfields,Northolt,Northwick Park,Northwood,Northwood Hills,Notting Hill Gate,Oakwood,Old Street,Osterley,Oval,Oxford Circus,Paddington,Park Royal,Parsons Green,Perivale,Picadilly Circus,Pimlico,Pinner,Plaistow,Preston Road,Putney Bridge,Queen's Park,Queensbury,Queensway,Ravenscourt Park,Rayners Lane,Redbridge,Regent's Park,Richmond,Rickmansworth,Roding Valley,Royal Oak,Ruislip,Ruislip Gardens,Ruislip Manor,Russell Square,Seven Sisters,Shepherd's Bush (C),Shepherd's Bush (H),Sloane Square,Snaresbrook,South Ealing,South Harrow,South Kensington,South Kenton,South Ruislip,South Wimbledon,South Woodford,Southfields,Southgate,Southwark,St. James's Park,St. John's Wood,St. Paul's,Stamford Brook,Stanmore,Stepney Green,Stockwell,Stonebridge Park,Stratford,Sudbury Hill,Sudbury Town,Swiss Cottage,Temple,Theydon Bois,Tooting Bec,Tooting Broadway,Tottenham Court Road,Tottenham Hale,Totteridge & Whetstone,Tower Hill,Tufnell Park,Turnham Green,Turnpike Lane,Upminster,Upminster Bridge,Upney,Upton Park,Uxbridge,Vauxhall,Victoria,Walthamstow Central,Wanstead,Warren Street,Warwick Avenue,Waterloo,Watford,Wembley Central,Wembley Park,West Acton,West Brompton,West Finchley,West Ham,West Hampstead,West Harrow,West Kensington,West Ruislip,Westbourne Park,Westminster,White City,Whitechapel,Willesden Green,Willesden Junction,Wimbledon,Wimbledon Park,Wood Green,Woodford,Woodside Park,All"
"Euston Square,1,45,48,0,0,281,44,1,13,486,3,393,111,1,0,9,20,0,40,16,29,65,3,346,13,0,2,4,2,31,2,0,0,68,189,39,50,6,24,0,0,44,183,86,0,0,1,0,6,4,3,0,1,0,91,0,0,0,0,3,4,0,31,5,9,1,4,0,0,60,89,33,0,95,0,547,0,0,335,2,62,158,14,0,21,20,3,77,0,310,266,0,1,0,39,23,1,2,0,0,0,0,0,5,0,38,499,14,0,343,14,57,0,0,0,0,23,0,9,4,1,75,0,1,22,16,1856,0,57,31,8,32,12,148,1,1,323,189,0,20,22,24,105,200,12,0,0,225,0,66,1,0,5,0,7,0,0,0,0,0,0,0,66,0,192,0,9,559,561,0,9,0,153,29,0,1,0,5,22,0,25,2,0,0,52,3,0,0,22,0,0,0,127,64,69,6,49,0,0,0,74,0,0,0,0,1,1,54,51,91,95,1,0,11,9,1,27,0,0,61,44,0,1,1,245,9,0,63,22,2,13,0,0,0,1,0,76,294,16,0,279,30,315,0,1,2,0,8,0,3,53,0,7,0,25,80,28,55,12,9,5,0,11,0,0,13697.0"
"Fairlop,0,0,0,0,0,0,0,0,0,0,0,2,0,1,151,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,6,0,0,0,1,7,4,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,207,0,0,0,0,56,0,0,0,0,636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,29,2,1,4,0,0,0,0,0,2,0,0,1,0,0,0,318,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,31,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,1,0,0,63,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,23,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,48,0,1674.0"
"Farringdon,0,301,321,0,0,361,56,1,16,241,7,2653,752,6,0,5,10,0,51,106,195,184,4,239,87,0,3,25,2,85,12,0,0,87,243,262,335,40,160,0,0,57,295,110,0,0,0,0,15,12,7,0,2,1,117,0,0,0,0,1,2,0,17,2,11,5,2,0,0,30,44,155,0,137,0,702,321,0,0,3,31,202,7,0,18,25,1,99,0,154,242,0,0,0,21,30,1,1,0,0,0,0,0,6,0,19,640,18,0,440,7,73,0,0,0,0,21,0,34,2,0,97,0,0,11,8,2381,0,52,15,22,22,6,190,8,4,2178,1275,0,10,28,126,72,99,82,0,0,1518,1,85,1,0,3,0,46,0,0,0,0,0,0,0,32,0,771,0,36,656,278,0,5,0,196,27,0,5,0,3,11,0,17,1,0,0,26,2,0,0,11,0,0,0,163,83,34,3,46,0,0,0,67,0,0,0,1,1,1,193,100,45,418,1,0,72,23,0,182,0,0,30,64,0,2,3,314,11,0,425,28,1,16,0,0,0,5,0,71,273,20,1,358,15,889,0,0,1,0,5,0,18,26,0,4,0,12,156,14,372,6,4,3,0,14,0,0,26001.0"
"Finchley Central,0,4,4,0,0,25,498,0,1,17,0,35,10,0,0,1,1,0,27,1,3,10,0,34,1,0,0,0,1,4,0,0,0,6,129,3,4,1,4,0,0,30,16,13,0,0,0,0,1,1,0,0,1,0,10,0,0,0,0,0,0,0,2,0,2256,0,0,0,0,2,3,5,0,14,0,100,22,0,30,0,2,14,1,0,3,13,0,14,0,11,35,0,0,0,3,16,0,0,0,0,0,0,0,3,773,2,45,716,0,31,1,5,0,0,0,0,3,0,1,0,0,176,0,0,1,1,166,0,7,1,1,3,0,22,0,0,29,17,0,1,2,4,10,7,1,710,0,20,0,25,0,0,0,0,1,0,0,0,0,0,0,0,4,0,17,0,1,94,20,0,1,0,25,4,0,0,0,0,1,0,2,0,0,0,4,0,0,0,1,0,0,0,11,6,4,0,6,0,0,0,10,0,0,0,0,0,0,8,8,3,9,0,0,1,1,0,2,0,0,2,6,0,0,0,45,1,287,6,99,0,1,0,0,0,0,0,10,38,1,0,51,1,46,0,0,0,0,1,509,0,2,0,1,0,1,12,2,5,0,0,0,0,1,0,788,8386.0"
"Finchley Road,1,9,10,0,0,58,9,0,3,431,2,107,23,0,0,8,18,0,8,5,6,41,1,307,5,0,0,1,0,28,0,0,0,14,39,13,13,2,15,1,0,9,59,54,0,0,1,0,5,4,2,0,0,0,38,0,0,0,0,47,4,0,27,4,2,0,3,0,0,53,79,20,0,59,0,114,133,0,69,0,0,32,12,0,19,4,2,31,0,113,236,0,1,0,35,5,1,2,0,1,0,0,0,1,0,34,102,3,0,110,12,12,0,0,0,0,21,0,5,4,1,16,0,1,402,15,380,3,50,27,5,28,11,84,0,0,66,64,0,18,4,15,93,178,2,0,0,46,0,14,27,0,5,0,2,0,0,0,0,1,0,0,58,0,39,0,6,495,497,0,8,0,134,26,0,0,2,4,19,2,22,2,0,0,46,3,0,0,19,0,0,0,26,13,61,6,44,0,0,0,65,0,0,0,0,1,0,34,43,408,30,1,1,2,8,1,6,0,0,675,27,0,1,1,161,2,0,16,5,2,3,0,0,0,0,0,67,260,3,0,94,27,197,0,1,36,0,7,0,1,976,0,6,0,22,68,25,11,213,8,4,0,2,0,0,9373.0"
"Finsbury Park,0,60,64,0,0,378,58,68,454,252,3,528,150,1,0,5,10,0,54,21,39,87,197,250,17,0,156,5,3,30,2,0,0,595,254,52,67,8,32,0,0,60,246,115,0,0,0,0,5,4,2,6,2,0,122,0,0,0,0,1,2,0,18,2,12,1,2,0,1,31,46,44,0,128,0,735,336,0,450,3,32,0,8,0,19,26,1,104,0,161,254,0,0,0,22,31,1,1,0,0,0,0,0,6,0,20,4990,19,0,461,7,909,0,0,0,0,22,0,12,2,0,101,0,0,11,8,2493,0,54,16,10,23,6,199,2,1,433,254,0,11,1399,33,76,104,16,0,0,302,0,89,1,0,3,0,9,0,0,0,0,0,0,0,34,10,258,0,13,687,291,0,5,0,205,27,0,1,0,3,11,0,18,1,0,0,27,2,0,0,11,0,0,0,171,4174,36,3,47,0,0,0,70,0,0,0,0,1,56,73,69,47,127,1,0,14,8,0,36,0,0,32,59,0,1,1,329,576,0,85,29,1,820,0,0,0,1,0,72,280,1013,0,375,16,423,0,0,1,0,5,0,4,27,0,4,0,13,108,14,74,6,5,3,0,712,0,0,30662.0"
"Fulham Broadway,13,4,4,1,0,9,3,0,0,60,3,49,4,0,0,157,27,0,3,3,2,20,0,71,3,2,0,0,0,34,0,0,0,2,12,8,7,1,7,0,0,3,22,26,0,0,13,0,6,5,3,0,0,0,19,0,0,0,0,0,35,4,566,12,1,0,231,0,0,17,26,13,0,29,0,35,18,0,10,0,8,5,0,0,226,1,22,10,0,16,135,0,11,0,716,1,3,1,0,0,0,0,0,0,0,258,15,1,0,41,36,2,0,0,0,0,26,0,3,2,14,5,0,11,3,9,58,0,109,31,3,36,21,41,0,0,27,39,0,11,1,7,37,37,1,0,0,16,0,4,0,0,14,1,1,0,0,4,0,0,0,0,172,0,8,0,4,151,313,2,577,1,66,32,0,0,0,307,12,0,63,41,0,0,6,55,0,0,12,0,0,0,8,2,182,32,133,0,4,0,457,0,0,0,0,91,0,21,53,11,11,24,0,1,9,0,2,0,0,7,14,0,1,1,49,0,0,8,1,39,0,0,0,0,0,0,83,322,0,0,29,17,121,0,0,0,1,262,0,0,6,0,120,0,14,47,73,5,1,5,321,11,0,0,0,8104.0"
"Gants Hill,0,7,13,0,0,4,0,0,0,1,0,42,5,26,288,0,0,1,0,4,31,6,0,2,1,0,0,17,0,1,16,7,0,0,1,25,180,119,6,0,0,0,5,2,0,14,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,24,0,0,0,0,0,2,0,2,1,3,1,97,10,0,0,1,0,0,0,0,0,1,35,1,2,0,0,397,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10,0,1,0,0,0,0,2,358,774,44,20,6,0,0,4,1,0,55,0,0,20,0,0,0,1769,0,0,59,0,0,0,0,0,0,0,0,0,10,0,1,5,1,0,0,0,2,0,0,23,0,0,0,0,0,0,0,814,0,0,0,3,0,0,0,0,1,0,0,0,1,104,0,0,1,0,0,0,140,0,0,3,2,0,7,0,0,19,0,0,1687,0,0,0,2,0,0,0,3,0,0,15,0,0,0,0,0,1,22,0,1,4,0,609,2,0,14,0,0,0,0,0,0,82,0,0,0,0,0,2,0,36,0,0,0,0,0,63,0,8216.0"
"Gloucester Road,12,9,10,1,0,21,7,0,1,91,7,120,10,0,0,141,41,0,6,8,6,49,0,172,8,1,0,1,0,83,0,0,0,5,29,20,18,2,18,0,0,7,53,64,0,0,11,0,15,12,7,0,0,0,46,0,0,0,0,0,32,4,510,19,1,0,59,0,0,26,40,30,0,71,0,84,28,0,25,0,12,12,227,0,0,3,20,23,0,24,329,1,10,0,644,4,5,2,0,0,0,0,0,1,0,394,38,2,0,99,54,4,0,0,0,0,63,0,8,3,12,12,0,10,4,14,140,0,266,28,7,55,19,101,0,0,67,95,0,17,2,18,57,56,3,0,0,39,1,10,0,0,22,1,2,0,0,4,0,0,0,0,263,0,20,0,10,366,479,2,148,1,161,77,0,0,0,79,19,0,96,37,0,0,14,50,0,0,19,0,0,0,19,5,278,29,323,0,4,0,1111,0,0,0,0,23,0,51,128,17,27,22,0,2,23,1,6,0,0,11,33,0,2,3,119,1,0,19,3,35,1,0,0,0,0,0,202,782,1,0,70,26,295,0,1,0,1,139,0,1,10,0,108,0,21,114,112,11,2,7,83,3,1,0,0,11212.0"
"Golders Green,0,11,11,0,0,68,79,0,3,46,1,94,27,0,0,2,2,0,471,4,7,26,1,91,3,0,1,1,498,11,0,0,94,16,344,9,12,1,9,0,0,200,44,34,0,0,0,0,2,2,1,0,395,0,27,0,0,0,0,0,1,0,6,1,16,0,1,0,103,6,8,13,0,38,0,268,60,0,80,4,6,38,3,0,7,0,0,38,0,29,92,0,0,0,8,855,0,0,0,0,0,0,0,1210,0,6,120,26,0,82,2,14,0,0,0,0,8,0,3,0,0,137,0,0,2,2,445,0,20,3,3,8,1,58,0,0,77,45,0,2,5,10,28,19,3,0,0,54,0,66,0,0,1,0,2,0,0,0,0,0,0,0,10,0,46,0,4,251,53,0,2,0,68,10,0,0,0,1,2,0,7,0,0,0,9,1,0,0,2,0,0,0,31,15,10,1,17,0,0,0,26,0,0,0,0,0,0,21,20,9,23,0,0,3,3,0,6,0,0,6,17,0,0,0,120,2,0,15,40,0,3,0,0,0,0,0,26,102,4,0,137,3,124,0,0,0,0,2,0,1,5,0,1,0,2,32,4,13,1,1,1,0,3,0,1,8108.0"
"Goldhawk Road,13,1,1,1,0,3,0,0,0,21,0,7,1,0,0,71,4,0,0,0,0,3,0,15,0,2,0,0,0,5,0,0,0,1,2,1,1,0,1,0,0,0,3,4,0,0,13,0,1,1,0,0,0,0,3,0,0,0,0,0,36,4,84,2,0,0,10,0,0,6,9,2,0,4,0,5,6,0,3,0,3,2,37,0,33,0,0,1,0,5,20,0,11,0,729,0,1,0,0,0,0,0,0,0,0,38,5,0,0,6,5,1,0,0,0,0,4,0,0,1,2,1,0,11,1,3,18,0,16,77,0,5,52,6,0,0,4,6,0,4,0,1,6,13,0,0,0,2,0,1,0,0,2,1,0,0,0,4,0,0,0,0,25,0,2,0,1,24,108,2,24,0,10,5,0,0,0,13,4,0,9,41,0,0,2,56,0,0,10,0,0,0,1,1,27,79,20,0,4,0,68,0,0,0,0,4,0,3,8,4,2,24,0,0,1,0,0,0,0,3,2,0,0,0,8,0,0,1,0,40,0,0,0,0,0,0,12,48,0,0,5,6,18,0,0,0,1,23,0,0,2,0,33,0,30,7,11,1,0,2,14,0,0,0,0,2337.0"
"Goodge Street,0,16,17,0,0,66,21,0,3,87,2,209,26,0,0,3,4,0,19,9,10,68,1,173,8,0,1,1,1,23,1,0,0,16,91,22,26,3,25,0,0,21,116,89,0,0,0,0,4,3,2,0,1,0,70,0,0,0,0,0,1,0,12,1,4,0,1,0,0,11,16,34,0,99,0,262,59,0,79,1,11,37,5,0,13,9,0,0,0,28,176,0,0,0,15,11,0,0,0,0,0,0,0,2,0,11,117,7,0,216,4,13,0,0,0,0,15,0,9,1,0,36,0,0,4,3,435,0,38,6,8,16,2,155,0,0,117,106,0,4,5,25,52,36,4,0,0,68,0,32,0,0,2,0,4,0,0,0,0,0,0,0,18,0,45,0,10,476,100,0,4,0,160,19,0,0,0,2,4,0,12,1,0,0,18,1,0,0,4,0,0,0,41,15,20,1,33,0,0,0,49,0,0,0,0,1,0,57,54,16,60,1,0,4,6,0,10,0,0,11,46,0,1,1,317,2,0,26,10,1,3,0,0,0,0,0,50,194,4,0,217,5,329,0,0,0,0,3,0,1,9,0,3,0,4,84,8,20,2,2,2,0,3,0,0,6296.0"
"Grange Hill,0,0,0,0,0,0,0,0,0,0,0,1,0,0,50,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,3,2,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,52,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,14,1,0,9,0,0,0,0,0,1,0,0,0,0,0,0,106,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,102,0,1045.0"
"Great Portland Street,1,20,22,0,0,128,20,0,6,396,2,179,51,0,0,7,16,0,18,7,13,37,1,282,6,0,1,2,1,25,1,0,0,31,86,18,23,3,14,0,0,20,84,49,0,0,1,0,5,4,2,0,1,0,42,0,0,0,0,2,4,0,25,4,4,0,3,0,0,49,73,19,0,55,0,249,296,0,153,1,51,72,11,0,17,9,2,35,0,0,217,0,0,0,32,11,1,1,0,0,0,0,0,2,0,31,227,6,0,156,11,26,0,0,0,0,19,0,5,3,1,34,0,0,18,13,846,0,46,25,4,26,10,77,1,0,147,86,0,17,10,14,85,163,6,0,0,103,0,30,1,0,4,0,3,0,0,0,0,0,0,0,53,0,88,0,5,455,457,0,7,0,123,23,0,0,0,4,18,0,20,2,0,0,42,2,0,0,18,0,0,0,58,29,57,5,40,0,0,0,60,0,0,0,0,1,0,31,40,74,43,1,0,5,7,1,12,0,0,50,25,0,1,1,148,4,0,29,10,2,6,0,0,0,0,0,62,239,7,0,127,24,181,0,1,2,0,7,0,1,43,0,5,0,21,62,23,25,9,7,4,0,5,0,0,8189.0"
"Green Park,3,51,53,0,0,133,42,0,6,540,21,619,52,1,0,39,22,0,38,41,31,304,1,1076,39,0,1,4,2,240,2,0,0,32,182,101,93,9,112,0,0,43,330,402,0,0,3,0,43,34,20,0,1,1,286,0,0,0,0,3,9,1,142,8,8,1,17,0,0,67,99,158,0,445,0,526,166,0,158,2,69,74,63,0,153,19,5,145,0,142,0,0,3,0,180,22,2,2,0,0,0,0,0,4,0,110,235,14,0,617,24,27,0,0,0,0,181,0,42,5,3,72,0,3,24,18,875,0,440,34,37,99,13,630,1,1,346,493,0,23,10,114,325,222,14,0,0,202,2,64,2,0,9,0,13,0,0,1,0,0,0,0,115,0,102,0,46,2293,623,0,41,0,1006,223,0,1,0,22,24,0,77,10,0,0,86,14,0,0,24,0,0,0,118,30,121,8,382,0,1,0,568,0,0,1,0,7,0,262,377,101,171,6,0,12,66,1,30,0,0,68,206,0,6,9,747,4,0,117,21,10,6,0,0,0,1,0,587,2271,7,0,437,33,1526,0,1,2,1,39,0,3,59,0,30,0,28,590,49,61,13,10,23,1,5,0,0,27031.0"
"Greenford,15,0,0,3,0,1,0,0,0,9,0,3,0,0,0,3,4,0,0,0,0,1,0,10,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,2,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,291,12,12,104,0,0,1,0,0,2,4,1,0,2,0,4,3,0,1,0,1,1,5,0,8,0,1,1,0,2,8,0,2,0,17,0,903,0,0,0,0,0,0,0,0,15,2,0,0,4,10,0,0,0,0,0,1,0,0,0,0,1,0,2,0,1,8,0,4,3,0,5,1,3,0,0,2,2,0,2,0,0,6,5,0,0,0,1,0,0,0,0,363,3,0,0,0,5,1804,0,0,0,26,0,1,0,0,16,46,5,3,1092,4,1,0,0,0,2,2,0,9,2,0,0,1,9,0,0,2,0,60,0,1,0,127,1,5,0,5,0,16,0,200,0,0,1,0,1,2,2,1,2,0,0,0,0,0,0,1,1,1,0,0,0,5,0,0,1,0,7,0,0,0,0,0,0,3,12,0,0,3,2,6,0,0,0,23,3,0,0,1,0,3,87,2,2,120,0,0,1,2,0,0,0,0,5633.0"
"Gunnersbury,115,1,1,10,0,2,0,0,0,10,1,9,1,0,0,84,5,0,0,1,0,4,0,12,1,14,0,0,0,6,0,0,0,0,2,1,1,0,1,0,0,0,4,5,0,0,111,0,1,1,1,0,0,0,3,0,0,0,0,0,309,36,100,6,0,0,12,0,0,3,5,2,0,5,0,6,3,0,2,0,1,1,44,0,40,0,27,2,0,3,24,0,0,0,868,0,5,0,0,0,0,0,1,0,0,45,3,0,0,7,6,0,0,3,4,1,5,0,1,0,2,1,0,399,0,2,10,0,19,38,1,6,26,7,0,0,5,7,0,2,0,1,7,6,0,0,0,3,0,1,0,0,20,8,0,0,0,36,0,0,0,0,30,0,1,4,1,27,55,16,29,1,12,6,0,0,0,15,2,0,11,101,0,0,1,2004,0,0,5,0,0,0,1,0,32,39,23,0,37,0,81,0,0,0,0,5,0,4,9,2,2,117,0,0,2,0,0,1,2,1,2,0,0,0,9,0,0,1,0,342,0,0,0,0,0,0,15,57,0,0,5,3,21,0,0,0,6,27,0,0,1,0,39,0,15,8,13,1,0,1,16,1,0,0,0,5857.0"
"Hainault,0,1,2,0,0,1,0,0,0,0,0,6,1,3,541,0,0,0,0,1,4,1,0,0,0,0,0,2,0,0,2,43,0,0,0,3,24,16,1,0,0,0,1,0,0,169,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,0,0,558,1,0,0,0,0,742,0,0,0,0,430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,48,104,6,3,33,0,0,1,0,0,7,0,0,3,0,0,0,1142,0,0,8,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,109,0,0,0,36,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,151,0,0,0,0,0,1,0,0,3,0,0,227,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,1,0,82,0,0,2,0,0,0,0,0,0,11,0,0,0,0,0,0,0,5,0,0,0,0,0,368,0,4966.0"
"Hammersmith,301,13,13,25,0,29,9,0,1,198,10,164,14,0,0,1590,90,0,8,11,8,67,0,235,10,35,0,1,0,113,1,0,0,7,40,27,25,2,24,0,0,9,72,88,0,0,291,0,20,16,9,0,0,1,63,0,0,0,0,1,811,95,1883,41,2,0,220,0,0,56,88,42,0,97,0,115,61,0,35,0,25,16,839,0,752,4,500,32,0,52,450,1,251,0,0,5,13,3,0,0,1,0,2,1,0,858,51,3,0,135,118,6,0,8,10,3,87,0,11,8,45,16,0,251,9,30,191,0,364,720,10,119,485,138,0,0,91,130,0,38,2,25,124,122,3,0,0,53,1,14,1,0,53,21,3,0,0,94,1,0,0,0,572,0,27,10,14,502,1042,41,549,2,220,105,0,0,0,292,41,0,208,930,0,0,21,1260,0,0,97,0,0,0,26,7,605,734,442,0,97,1,1521,0,0,0,0,86,0,69,175,37,37,550,0,3,31,2,8,2,5,25,45,0,3,4,164,1,0,26,5,896,1,0,0,0,0,0,277,1071,2,0,96,56,403,0,1,1,16,515,0,1,21,0,745,0,277,156,243,16,5,16,306,10,1,0,0,30362.0"
"Hampstead,0,7,8,0,0,46,54,0,2,31,1,64,18,0,0,1,1,0,321,3,5,17,0,62,2,0,0,1,47,7,0,0,9,11,235,6,8,1,6,0,0,136,30,23,0,0,0,0,1,1,1,0,37,0,18,0,0,0,0,0,0,0,4,0,11,0,1,0,10,4,6,9,0,26,0,182,41,0,55,3,4,26,2,0,5,491,0,26,0,20,63,0,0,0,6,0,0,0,0,0,0,0,0,114,0,4,82,17,0,56,1,9,0,0,0,0,6,0,2,0,0,93,0,0,1,1,303,0,13,2,2,6,1,40,0,0,53,31,0,1,4,7,19,13,2,0,0,37,0,45,0,0,1,0,1,0,0,0,0,0,0,0,7,0,31,0,3,171,36,0,1,0,46,7,0,0,0,1,1,0,4,0,0,0,6,0,0,0,1,0,0,0,21,11,7,0,12,0,0,0,17,0,0,0,0,0,0,15,14,6,16,0,0,2,2,0,4,0,0,4,12,0,0,0,82,1,0,10,27,0,2,0,0,0,0,0,18,70,3,0,93,2,85,0,0,0,0,1,0,0,3,0,1,0,2,22,3,9,1,1,1,0,2,0,0,4080.0"
"Hanger Lane,39,1,1,9,0,3,1,0,0,24,0,9,1,0,0,9,11,0,1,0,0,4,0,27,0,5,0,0,0,3,0,0,0,1,3,1,1,0,1,0,0,1,5,5,0,0,13,0,1,0,0,0,0,0,3,0,0,0,0,0,780,32,32,279,0,0,4,0,0,7,11,2,0,5,0,10,7,0,4,0,3,2,14,0,22,0,1,3,0,6,20,246,5,0,46,0,0,0,0,0,0,0,0,0,0,40,6,0,0,10,27,1,0,1,1,0,3,0,0,1,1,1,0,5,1,4,21,0,11,7,0,14,3,7,0,0,5,6,0,5,0,1,15,15,0,0,0,3,0,1,0,0,974,7,0,0,0,12,119,0,0,0,68,0,2,1,1,43,124,14,9,359,12,3,0,0,0,5,5,0,25,5,0,0,3,25,0,0,5,0,4,0,2,1,340,2,13,0,13,0,44,0,13,0,0,1,0,3,5,4,3,6,0,0,1,0,0,1,2,3,2,0,0,0,14,0,0,1,0,18,0,0,0,0,0,0,8,31,0,0,8,7,17,0,0,0,61,9,0,0,3,0,7,6,6,6,323,1,1,2,5,0,0,0,0,4758.0"
"Harlesden,0,1,1,0,0,4,1,0,0,27,0,7,1,0,0,2,5,0,1,0,0,3,0,19,0,0,0,0,0,2,0,0,0,1,2,1,1,0,1,0,0,1,4,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,8,1,0,0,1,0,0,7,12,1,0,4,0,7,8,0,4,0,3,2,3,0,5,0,1,2,0,7,15,0,0,0,10,0,0,0,65,0,0,0,0,0,0,10,6,0,0,7,3,1,0,0,0,0,1,0,0,104,0,1,6,0,1,50,24,0,3,8,0,3,3,5,0,0,4,4,0,28,0,1,6,16,0,0,0,3,0,1,0,0,1,0,0,0,27,0,0,0,0,0,16,0,2,0,0,31,140,0,2,0,8,2,0,0,0,1,138,0,6,1,0,0,3,1,0,0,5,0,0,0,2,1,17,2,3,0,0,0,11,9,0,0,0,0,0,2,3,5,2,0,0,0,0,208,0,0,0,3,2,0,0,0,10,0,0,1,0,1,0,0,0,0,0,0,4,16,0,0,6,21,12,0,191,0,0,2,0,0,3,0,2,0,6,4,7,1,1,1039,1,0,0,0,0,2538.0"
