"from_station,Acton Town,Aldgate,Aldgate East,Alperton,Amersham,Angel,Archway,Arnos Grove,Arsenal,Baker Street,Balham,Bank,Barbican,Barking,Barkingside,Barons Court,Bayswater,Becontree,Belsize Park,Bermondsey,Bethnal Green,Blackfriars,Blackhorse Road,Bond Street,Borough,Boston Manor,Bounds Green,Bow Road,Brent Cross,Brixton,Bromley-By-Bow,Buckhurst Hill,Burnt Oak,Caledonian Road,Camden Town,Canada Water,Canary Wharf,Canning Town,Cannon Street,Canons Park,Chalfont & Latimer,Chalk Farm,Chancery Lane,Charing Cross,Chesham,Chigwell,Chiswick Park,Chorleywood,Clapham Common,Clapham North,Clapham South,Cockfosters,Colindale,Colliers Wood,Covent Garden,Croxley,Dagenham East,Dagenham Heathway,Debden,Dollis Hill,Ealing Broadway,Ealing Common,Earl's Court,East Acton,East Finchley,East Ham,East Putney,Eastcote,Edgware,Edgware Road (B),Edgware Road (C),Elephant & Castle,Elm Park,Embankment,Epping,Euston,Euston Square,Fairlop,Farringdon,Finchley Central,Finchley Road,Finsbury Park,Fulham Broadway,Gants Hill,Gloucester Road,Golders Green,Goldhawk Road,Goodge Street,Grange Hill,Great Portland Street,Green Park,Greenford,Gunnersbury,Hainault,Hammersmith,Hampstead,Hanger Lane,Harlesden,Harrow & Wealdston,Harrow-on-the-Hill,Hatton Cross,Heathrow Terminal 4,Heathrow Terminals 123,Hendon Central,High Barnet,High Street Kensington,Highbury & Islington,Highgate,Hillingdon,Holborn,Holland Park,Holloway Road,Hornchurch,Hounslow Central,Hounslow East,Hounslow West,Hyde Park Corner,Ickenham,Kennington,Kensal Green,Kensington (Olympia),Kentish Town,Kenton,Kew Gardens,Kilburn,Kilburn Park,King's Cross St. Pancras,Kingsbury,Knightsbridge,Ladbroke Grove,Lambeth North,Lancaster Gate,Latimer Road,Leicester Square,Leyton,Leytonstone,Liverpool Street,London Bridge,Loughton,Maida Vale,Manor House,Mansion House,Marble Arch,Marylebone,Mile End,Mill Hill East,Moor Park,Moorgate,Morden,Mornington Crescent,Neasden,Newbury Park,North Acton,North Ealing,North Greenwich,North Harrow,North Wembley,Northfields,Northolt,Northwick Park,Northwood,Northwood Hills,Notting Hill Gate,Oakwood,Old Street,Osterley,Oval,Oxford Circus,Paddington,Park Royal,Parsons Green,Perivale,Picadilly Circus,Pimlico,Pinner,Plaistow,Preston Road,Putney Bridge,Queen's Park,Queensbury,Queensway,Ravenscourt Park,Rayners Lane,Redbridge,Regent's Park,Richmond,Rickmansworth,Roding Valley,Royal Oak,Ruislip,Ruislip Gardens,Ruislip Manor,Russell Square,Seven Sisters,Shepherd's Bush (C),Shepherd's Bush (H),Sloane Square,Snaresbrook,South Ealing,South Harrow,South Kensington,South Kenton,South Ruislip,South Wimbledon,South Woodford,Southfields,Southgate,Southwark,St. James's Park,St. John's Wood,St. Paul's,Stamford Brook,Stanmore,Stepney Green,Stockwell,Stonebridge Park,Stratford,Sudbury Hill,Sudbury Town,Swiss Cottage,Temple,Theydon Bois,Tooting Bec,Tooting Broadway,Tottenham Court Road,Tottenham Hale,Totteridge & Whetstone,Tower Hill,Tufnell Park,Turnham Green,Turnpike Lane,Upminster,Upminster Bridge,Upney,Upton Park,Uxbridge,Vauxhall,Victoria,Walthamstow Central,Wanstead,Warren Street,Warwick Avenue,Waterloo,Watford,Wembley Central,Wembley Park,West Acton,West Brompton,West Finchley,West Ham,West Hampstead,West Harrow,West Kensington,West Ruislip,Westbourne Park,Westminster,White City,Whitechapel,Willesden Green,Willesden Junction,Wimbledon,Wimbledon Park,Wood Green,Woodford,Woodside Park,All"
"Burnt Oak,0,1,1,0,0,4,5,0,0,3,0,5,2,0,0,0,0,0,27,0,0,1,0,5,0,0,0,0,113,1,0,0,0,1,20,1,1,0,1,0,0,12,3,2,0,0,0,0,0,0,0,0,2102,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1838,0,0,1,0,2,0,16,3,0,5,0,0,2,0,0,0,301,0,2,0,2,5,0,0,0,0,50,0,0,0,0,0,0,0,791,0,0,7,1,0,5,0,1,0,0,0,0,0,0,0,0,0,8,0,0,0,0,26,0,1,0,0,0,0,3,0,0,4,3,0,0,0,1,2,1,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,15,3,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,7,0,0,1,2,0,0,0,0,0,0,0,2,6,0,0,8,0,7,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,5476.0"
"Caledonian Road,0,18,19,0,0,115,18,3,34,77,1,161,46,0,0,1,3,0,16,6,12,27,8,76,5,0,6,2,1,9,1,0,0,0,78,16,20,2,10,0,0,18,75,35,0,0,0,0,2,1,1,0,1,0,37,0,0,0,0,0,1,0,5,1,4,0,1,0,0,9,14,13,0,39,0,224,103,0,137,1,10,419,2,0,6,8,0,32,0,49,77,0,0,0,7,9,0,0,0,0,0,0,0,2,0,6,205,6,0,141,2,151,0,0,0,0,7,0,4,1,0,31,0,0,3,3,760,0,17,5,3,7,2,61,0,0,132,77,0,3,57,10,23,32,5,0,0,92,0,27,0,0,1,0,3,0,0,0,0,0,0,0,10,0,79,0,4,209,89,0,2,0,63,8,0,0,0,1,3,0,5,0,0,0,8,1,0,0,3,0,0,0,52,171,11,1,14,0,0,0,21,0,0,0,0,0,2,22,21,14,39,0,0,4,2,0,11,0,0,10,18,0,0,0,100,24,0,26,9,0,34,0,0,0,0,0,22,85,42,0,114,5,129,0,0,0,0,1,0,1,8,0,1,0,4,33,4,23,2,1,1,0,29,0,0,5607.0"
"Camden Town,1,36,39,0,0,228,267,1,10,154,3,318,90,1,0,6,6,0,245,13,23,86,2,308,11,0,2,3,11,36,1,0,2,55,0,31,40,5,32,0,0,272,149,114,0,0,0,0,7,5,3,0,9,0,90,0,0,0,0,1,2,0,22,2,53,1,3,0,2,19,28,43,0,127,0,905,203,0,272,13,20,128,10,0,23,120,1,128,0,97,312,0,0,0,27,142,1,1,0,0,0,0,0,28,2,19,404,86,0,278,7,46,0,0,0,0,28,0,12,1,1,462,0,0,7,5,1504,0,67,10,10,28,4,197,1,0,262,153,0,6,17,32,93,64,10,2,0,182,0,225,0,0,3,0,6,0,0,0,0,0,0,0,33,0,156,0,13,846,178,0,6,0,229,34,0,1,0,3,7,0,22,2,0,0,32,2,0,0,7,0,0,0,103,52,35,2,58,0,0,0,86,0,0,0,0,1,1,72,68,29,77,1,0,9,10,0,22,0,0,19,59,0,1,1,405,7,1,51,134,1,10,0,0,0,1,0,89,345,13,0,462,10,420,0,0,1,0,6,1,2,17,0,5,0,8,107,14,45,4,3,4,0,9,0,2,14137.0"
"Canada Water,1,248,493,0,0,172,11,0,3,77,19,2823,238,37,0,6,3,1,10,1476,167,246,1,153,222,0,1,92,0,217,45,0,0,17,47,0,8201,763,213,0,0,11,314,184,0,0,0,0,39,31,18,0,0,1,95,0,0,1,0,0,1,0,22,1,2,35,3,0,0,10,14,395,0,242,0,136,62,0,439,1,10,39,10,2,23,5,1,46,0,30,260,0,0,0,27,6,0,0,0,0,0,0,0,1,0,17,124,3,0,322,3,14,0,0,0,0,23,0,86,1,1,19,0,0,3,3,462,0,56,5,38,14,2,209,34,16,1670,3253,0,3,5,168,46,32,300,0,0,919,2,16,0,1,1,0,1123,0,0,0,0,0,0,0,16,0,467,0,93,421,89,0,6,0,238,47,0,33,0,3,3,0,11,2,0,1,16,2,0,0,3,0,0,0,62,16,17,1,81,2,0,0,87,0,0,1,3,1,0,494,176,14,445,1,0,265,60,0,787,0,0,10,112,0,5,8,239,2,0,568,5,2,3,0,0,1,32,0,124,481,4,2,100,5,1566,0,0,0,0,6,0,118,8,0,5,0,4,275,7,1358,2,1,4,0,3,1,0,36539.0"
"Canary Wharf,0,319,635,0,0,197,12,0,4,71,15,3227,272,242,1,5,3,5,11,1210,215,317,1,141,182,0,1,130,1,178,152,1,0,19,54,7337,0,5012,275,0,0,13,360,151,0,0,0,0,32,25,15,0,0,1,98,0,1,6,0,0,1,0,18,1,2,228,2,0,0,9,13,324,1,199,0,156,71,0,502,1,9,45,8,11,19,6,1,50,0,34,213,0,0,1,23,7,0,0,0,0,0,0,0,1,0,14,142,4,0,368,3,16,0,0,0,0,19,0,70,1,0,21,0,0,3,2,528,0,46,4,31,13,2,172,222,103,2152,2668,1,3,6,217,43,29,387,0,0,1051,2,19,0,4,1,0,7378,0,0,0,0,0,0,0,15,0,534,0,76,388,82,0,5,0,195,39,0,216,0,3,3,0,10,1,0,7,15,2,0,0,3,0,0,0,70,18,16,1,66,14,0,0,71,0,0,0,19,1,0,405,144,13,509,1,0,341,49,0,5170,0,0,9,103,0,4,7,258,3,0,732,6,1,4,0,0,8,210,0,102,394,4,15,108,4,1284,0,0,0,0,5,0,775,8,0,4,0,4,226,6,1751,2,1,3,0,3,8,0,53202.0"
"Canning Town,0,72,142,0,0,44,3,0,1,16,3,723,61,452,1,1,1,9,3,213,240,71,0,32,32,0,0,242,0,31,284,1,0,4,12,1294,9497,0,62,0,0,3,81,28,0,0,0,0,6,4,3,0,0,0,22,0,2,11,0,0,0,0,3,0,1,425,0,0,0,2,3,57,1,37,0,35,16,0,113,0,2,10,1,14,4,1,0,11,0,8,40,0,0,1,4,1,0,0,0,0,0,0,0,0,0,3,32,1,0,83,1,4,0,0,0,0,4,0,12,0,0,5,0,0,1,1,118,0,9,1,6,3,0,36,277,129,483,470,1,1,1,49,10,7,432,0,0,236,0,4,0,5,0,0,4628,0,0,0,0,0,0,0,3,0,120,0,13,87,18,0,1,0,37,7,0,403,0,1,1,0,2,0,0,8,3,0,0,0,1,0,0,0,16,4,4,0,13,17,0,0,13,0,0,0,23,0,0,71,27,3,114,0,0,145,9,0,6463,0,0,2,23,0,1,1,58,1,0,164,1,0,1,0,0,15,392,0,19,74,1,19,24,1,242,0,0,0,0,1,0,1443,2,0,1,0,1,43,1,392,0,0,1,0,1,10,0,32112.0"
"Cannon Street,0,243,251,0,0,83,9,0,2,69,4,928,115,4,0,4,3,0,8,37,87,611,0,138,30,0,0,20,0,51,10,0,0,8,38,169,244,29,0,0,0,9,103,166,0,0,0,0,9,7,4,0,0,0,86,0,0,0,0,0,1,0,16,1,2,4,2,0,0,9,13,75,0,219,0,109,30,0,212,0,9,19,7,0,17,4,1,42,0,18,227,0,0,0,20,5,0,0,0,0,0,0,0,1,0,12,60,3,0,185,3,7,0,0,0,0,20,0,20,1,0,15,0,0,3,2,224,0,49,4,18,13,2,189,6,3,978,446,0,3,3,418,42,29,64,0,0,445,0,13,0,0,1,0,33,0,0,0,0,0,0,0,15,0,226,0,22,380,80,0,5,0,215,32,0,4,0,2,3,0,10,1,0,0,14,2,0,0,3,0,0,0,35,8,16,1,54,0,0,0,63,0,0,0,1,1,0,125,118,13,146,1,0,57,14,0,142,0,0,9,198,0,1,2,216,1,0,557,4,1,2,0,0,0,4,0,83,323,2,0,90,4,725,0,0,0,0,4,0,14,8,0,3,0,4,185,6,291,2,1,3,0,1,0,0,12509.0"
"Canons Park,0,0,0,0,0,1,0,0,0,7,0,2,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,35,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,2,2,0,1,0,18,0,0,0,0,0,0,0,0,2,4,0,0,0,1,0,0,0,0,18,0,0,0,0,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,6,444,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,3,0,0,0,1,0,0,44,0,0,0,0,1,0,0,0,15,0,0,1,0,1,0,0,8,8,0,0,0,2,0,1,0,32,0,0,906,0,0,3,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,1,6,0,0,1543,0,0,0,0,1,0,10,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,4,0,0,1,0,3,0,0,490,0,0,0,0,28,1,0,0,0,1,0,0,48,0,0,0,0,0,0,3769.0"
"Chalfont & Latimer,0,0,0,0,688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,483,0,0,105,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,4,0,0,0,3,50,16,0,0,0,0,0,0,0,0,0,0,0,0,17,0,1,0,0,0,0,0,1,0,0,0,395,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1843.0"
"Chalk Farm,0,11,12,0,0,71,84,0,3,48,1,100,28,0,0,2,2,0,190,4,7,27,1,97,3,0,1,1,9,11,0,0,2,17,364,10,13,1,10,0,0,0,47,36,0,0,0,0,2,2,1,0,7,0,28,0,0,0,0,0,1,0,7,1,17,0,1,0,2,6,9,14,0,40,0,284,64,0,85,4,6,40,3,0,7,93,0,40,0,30,98,0,0,0,9,110,0,0,0,0,0,0,0,22,1,6,127,27,0,87,2,14,0,0,0,0,9,0,4,0,0,145,0,0,2,2,472,0,21,3,3,9,1,62,0,0,82,48,0,2,5,10,29,20,3,0,0,57,0,70,0,0,1,0,2,0,0,0,0,0,0,0,10,0,49,0,4,265,56,0,2,0,72,11,0,0,0,1,2,0,7,0,0,0,10,1,0,0,2,0,0,0,32,16,11,1,18,0,0,0,27,0,0,0,0,0,0,23,21,9,24,0,0,3,3,0,7,0,0,6,18,0,0,0,127,2,0,16,42,0,3,0,0,0,0,0,28,108,4,0,145,3,132,0,0,0,0,2,0,1,5,0,1,0,3,34,4,14,1,1,1,0,3,0,1,4964.0"
"Chancery Lane,1,108,116,0,0,146,23,1,7,153,4,1405,119,2,0,7,6,0,21,56,70,150,2,304,46,0,1,9,1,51,4,0,0,35,98,139,177,21,57,0,0,23,0,198,0,0,1,0,9,7,4,0,1,0,211,0,0,0,0,1,2,0,26,2,4,2,3,0,0,19,28,82,0,220,0,284,130,0,218,1,20,82,12,0,28,10,1,108,0,62,374,0,1,0,33,12,1,1,0,0,0,0,0,2,0,20,259,7,0,794,7,29,0,0,0,0,33,0,20,1,1,39,0,0,7,5,963,0,80,10,18,28,4,342,3,1,784,675,0,6,11,56,92,63,30,0,0,457,0,34,0,0,3,0,24,0,0,0,0,0,0,0,32,0,232,0,22,836,176,0,8,0,354,40,0,2,0,4,7,0,22,2,0,0,31,3,0,0,7,0,0,0,152,33,34,2,70,0,0,0,103,0,0,0,0,1,0,125,119,29,401,1,0,26,14,0,66,0,0,19,102,0,1,2,557,5,0,153,11,2,7,0,0,0,2,0,107,413,8,0,234,9,728,0,0,1,0,7,0,7,17,0,5,0,8,186,14,134,4,3,4,0,6,0,0,16179.0"
"Charing Cross,1,51,53,0,0,82,21,0,4,168,9,600,51,1,0,11,7,0,19,40,30,304,1,335,38,0,1,4,1,104,2,0,0,20,91,98,90,9,112,0,0,21,239,0,0,0,1,0,18,15,9,0,1,1,208,0,0,0,0,1,2,0,38,3,4,1,4,0,0,21,31,153,0,446,0,263,73,0,98,1,22,46,17,0,41,9,1,101,0,44,550,0,1,0,48,11,1,1,0,0,0,0,0,2,0,29,146,7,0,448,7,17,0,0,0,0,49,0,41,1,1,36,0,1,8,6,543,0,118,11,36,31,4,457,1,1,335,477,0,7,6,114,101,69,14,0,0,195,1,32,1,0,3,0,12,0,0,0,0,0,0,0,36,0,99,0,44,920,194,0,11,0,521,64,0,1,0,6,8,0,24,3,0,0,35,4,0,0,7,0,0,0,86,19,38,2,111,0,0,0,152,0,0,0,0,2,0,254,241,32,124,2,0,12,28,0,30,0,0,21,206,0,2,4,522,3,0,117,10,3,4,0,0,0,1,0,170,658,5,0,219,10,1477,0,0,1,0,10,0,3,18,0,8,0,9,377,15,61,4,3,6,0,3,0,0,15331.0"
"Chesham,0,0,0,0,627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,349,0,0,0,0,0,0,96,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,4,0,0,0,2,45,14,0,0,0,0,0,0,0,0,0,0,0,0,16,0,1,0,0,0,0,0,1,0,0,0,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1587.0"
"Chigwell,0,0,0,0,0,0,0,0,0,0,0,1,0,1,23,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,18,0,0,0,1,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,24,0,0,0,0,0,32,0,0,0,0,54,0,0,0,0,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,21,1,1,14,0,0,0,0,0,2,0,0,1,0,0,0,49,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,15,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,1,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,157,0,789.0"
"Chiswick Park,119,0,0,10,0,1,0,0,0,5,0,4,0,0,0,40,2,0,0,0,0,2,0,6,0,14,0,0,0,3,0,0,0,0,1,1,1,0,1,0,0,0,2,2,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,320,37,47,6,0,0,6,0,0,1,2,1,0,2,0,3,2,0,1,0,1,0,21,0,19,0,13,1,0,1,11,1,45,0,413,0,5,0,0,0,0,0,1,0,0,22,1,0,0,3,3,0,0,3,4,1,2,0,0,0,1,0,0,45,0,1,5,0,9,18,0,3,12,3,0,0,2,3,0,1,0,1,3,3,0,0,0,1,0,0,0,0,21,8,0,0,0,37,0,0,0,0,14,0,1,4,0,13,26,16,14,1,6,3,0,0,0,7,1,0,5,48,0,0,1,228,0,0,2,0,0,0,1,0,15,19,11,0,38,0,38,0,0,0,0,2,0,2,4,1,1,56,0,0,1,0,0,1,2,1,1,0,0,0,4,0,0,1,0,163,0,0,0,0,0,0,7,27,0,0,2,1,10,0,0,0,6,13,0,0,1,0,19,0,7,4,7,0,0,0,8,0,0,0,0,2257.0"
"Chorleywood,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,35,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,1,0,0,0,0,7,0,0,0,5,86,27,0,0,0,0,0,0,0,0,0,0,0,0,30,0,2,0,0,0,0,0,3,0,0,0,682,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,48,0,7,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1096.0"
"Clapham Common,1,18,20,0,0,15,3,0,0,42,565,240,20,0,0,7,2,0,3,23,12,46,0,84,37,0,0,2,0,1361,1,0,0,3,14,57,52,5,17,0,0,3,30,51,0,0,1,0,0,483,543,0,0,39,26,0,0,0,0,0,2,0,24,1,1,0,3,0,0,5,8,151,0,67,0,41,13,0,37,0,5,6,11,0,26,1,1,13,0,11,161,0,0,0,30,2,0,0,0,0,0,0,0,0,0,19,18,1,0,57,3,2,0,0,0,0,14,0,67,0,1,6,0,0,2,1,69,0,34,3,14,8,1,58,0,0,134,277,0,2,1,17,26,17,5,0,0,78,59,5,0,0,1,0,7,0,0,0,0,0,0,0,12,0,40,0,172,180,49,0,7,0,79,152,0,0,0,4,2,0,6,2,0,0,7,2,0,0,2,0,0,0,11,2,13,1,89,0,0,0,96,0,0,17,0,1,0,74,87,8,38,1,0,4,374,0,11,0,0,5,31,0,154,240,66,0,0,26,2,2,0,0,0,0,0,0,760,531,1,0,34,3,432,0,0,0,0,7,0,1,5,0,5,0,2,77,5,23,1,1,4,0,0,0,0,9414.0"
"Clapham North,0,14,15,0,0,11,2,0,0,31,217,177,15,0,0,5,1,0,2,17,9,34,0,62,28,0,0,1,0,1005,1,0,0,2,11,42,38,4,12,0,0,2,22,37,0,0,0,0,446,0,209,0,0,15,19,0,0,0,0,0,1,0,18,1,0,0,2,0,0,4,6,111,0,49,0,30,10,0,28,0,4,4,8,0,19,1,1,9,0,8,119,0,0,0,22,1,0,0,0,0,0,0,0,0,0,14,14,1,0,42,2,2,0,0,0,0,11,0,50,0,0,4,0,0,1,1,51,0,25,2,11,6,1,43,0,0,99,204,0,1,1,13,19,13,4,0,0,58,23,4,0,0,1,0,5,0,0,0,0,0,0,0,9,0,29,0,127,133,36,0,5,0,58,113,0,0,0,3,1,0,4,1,0,0,5,2,0,0,1,0,0,0,8,2,10,1,66,0,0,0,71,0,0,7,0,1,0,55,64,6,28,1,0,3,276,0,8,0,0,4,23,0,59,92,49,0,0,19,1,1,0,0,0,0,0,0,561,392,0,0,25,2,319,0,0,0,0,5,0,1,3,0,4,0,2,57,4,17,1,1,3,0,0,0,0,6467.0"
"Clapham South,0,15,16,0,0,12,3,0,0,34,1445,192,16,0,0,5,2,0,2,18,10,37,0,68,30,0,0,1,0,1090,1,0,0,2,11,46,42,4,13,0,0,3,24,41,0,0,0,0,931,387,0,0,0,100,21,0,0,0,0,0,1,0,19,1,1,0,2,0,0,4,6,121,0,54,0,33,10,0,30,0,4,5,9,0,21,1,1,10,0,9,129,0,0,0,24,1,0,0,0,0,0,0,0,0,0,15,15,1,0,45,2,2,0,0,0,0,11,0,54,0,0,5,0,0,2,1,55,0,28,2,11,6,1,46,0,0,107,222,0,1,1,14,20,14,4,0,0,63,152,4,0,0,1,0,6,0,0,0,0,0,0,0,10,0,32,0,138,144,39,0,6,0,63,122,0,0,0,3,2,0,5,1,0,0,5,2,0,0,2,0,0,0,9,2,11,1,72,0,0,0,77,0,0,45,0,1,0,60,70,6,30,1,0,4,300,0,9,0,0,4,25,0,394,614,53,0,0,21,1,1,0,0,0,0,0,0,609,426,0,0,27,2,346,0,0,0,0,5,0,1,4,0,4,0,2,62,4,18,1,1,3,0,0,0,0,9929.0"
"Cockfosters,0,0,0,0,0,1,0,156,1,1,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,114,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,33,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,1,0,0,1,1,0,0,13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,702,1,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,0,0,0,0,0,0,0,0,0,0,0,0,719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,60,0,0,0,0,0,0,1,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,0,0,2001.0"
"Colindale,0,2,2,0,0,12,14,0,1,8,0,17,5,0,0,0,0,0,84,1,1,5,0,16,1,0,0,0,351,2,0,0,1547,3,62,2,2,0,2,0,0,36,8,6,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,3,0,0,0,1705,1,2,2,0,7,0,48,11,0,14,1,1,7,1,0,1,931,0,7,0,5,17,0,0,0,1,153,0,0,0,0,0,0,0,2450,0,1,21,5,0,15,0,2,0,0,0,0,1,0,1,0,0,25,0,0,0,0,80,0,4,1,1,2,0,10,0,0,14,8,0,0,1,2,5,3,1,0,0,10,0,12,0,0,0,0,0,0,0,0,0,0,0,0,2,0,8,0,1,45,9,0,0,0,12,2,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,5,3,2,0,3,0,0,0,5,0,0,0,0,0,0,4,4,2,4,0,0,0,1,0,1,0,0,1,3,0,0,0,21,0,0,3,7,0,1,0,0,0,0,0,5,18,1,0,25,1,22,0,0,0,0,0,0,0,1,0,0,0,0,6,1,2,0,0,0,0,0,0,0,8023.0"
"Colliers Wood,0,3,3,0,0,2,0,0,0,6,774,36,3,0,0,1,0,0,0,3,2,7,0,12,6,0,0,0,0,201,0,0,0,0,2,8,8,1,2,0,0,0,4,8,0,0,0,0,172,72,257,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,1,22,0,10,0,6,2,0,6,0,1,1,2,0,4,0,0,2,0,2,24,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,3,0,0,8,0,0,0,0,0,0,2,0,10,0,0,1,0,0,0,0,10,0,5,0,2,1,0,9,0,0,20,41,0,0,0,3,4,3,1,0,0,12,1911,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,6,0,25,27,7,0,1,0,12,23,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,2,0,13,0,0,0,14,0,0,563,0,0,0,11,13,1,6,0,0,1,55,0,2,0,0,1,5,0,513,2323,10,0,0,4,0,0,0,0,0,0,0,0,112,79,0,0,5,0,64,0,0,0,0,1,0,0,1,0,1,0,0,11,1,3,0,0,1,0,0,0,0,7664.0"
